Year,USA (New York),Africa_Eastern (Nairobi),Africa_Northern (Cairo),Africa_Southern (Johannesburg),Africa_Western (Lagos),Australia_NZ (Sydney),Brazil (São Paulo),Canada (Toronto),Central_America_Caribbean (Mexico City),Central_Asia (Almaty),China (Shanghai),EU_12 (Warsaw),EU_15 (Paris),Europe_Eastern (Kiev),Europe_Non_EU (Belgrade),European_Free_Trade (Oslo),India (Mumbai),Indonesia (Jakarta),Japan (Tokyo),Mexico (Guadalajara),Middle_East (Riyadh),Pakistan (Karachi),Russia (Moscow),South_Africa (Cape Town),South_America_Northern (Bogotá),South_America_Southern (Buenos Aires),South_Asia (Dhaka),South_Korea (Seoul),Southeast_Asia (Bangkok),Taiwan (Taipei),Argentina (Córdoba),Colombia (Medellín)
2040,2576.9753978230824,4.754720866482469,565.6861265017575,726.0945946071176,0.0,1082.311280127838,172.69560801926485,3808.756572154461,999.3572283164459,4511.222321579021,1613.927204135981,3222.069619435155,2232.934429008861,3508.340497106704,2351.8418585807685,5292.06396451503,0.0,0.0,1258.7988153626281,164.51193151475158,437.57296373795083,0.0,4847.932314420088,737.1538707631184,0.0,685.0690505171137,0.0,2999.660906779146,0.0,237.52528442407095,669.4742953586268,0.0
2041,2480.814995610339,0.0,539.3939542397304,692.7773301697654,0.0,1077.9302789703797,177.0036109981066,3669.4008112232805,1016.8900570481633,4362.256298025879,1585.1634381126808,3273.254506647683,2308.7654313406592,3585.2353004818187,2313.806474015922,5256.76850235715,0.0,0.0,1281.4841740062734,186.03601755297555,388.9432080494125,0.0,4929.212929820603,766.2452387761283,0.0,663.6988034694078,0.0,3027.9173874701173,0.0,251.98030887389453,651.5295881609117,0.0
2042,2464.6458672907975,0.0,537.5803316012414,705.091406729827,0.0,1111.0174989287914,197.37237270215869,3648.3278081161443,999.790169350506,4567.6773807798345,1577.1890248963575,3289.5775887985737,2293.346920606429,3668.4947330567766,2432.0222122659375,5108.12229555311,0.0,0.0,1238.0888946382547,164.22787760339477,416.96061338829935,0.0,4972.755206283506,748.8453017638218,0.37987464034717,632.8740676007452,0.0,2958.403648493152,0.0,235.21198387546025,622.5838881619359,0.0
2043,2395.8478151069626,0.349812300008432,548.9307056331401,689.3463726575484,0.0,1079.0445992895843,179.41973160007083,3640.2871295248187,1005.4905168119308,4308.819952503945,1572.8565074865214,3280.450039602481,2169.413924636803,3522.1669933008966,2292.6165432714747,5309.098664961091,0.0,0.0,1252.9056614497645,177.78507481081033,391.1459036150307,0.0,4788.518556259588,751.9956757851824,4.035900923475905,625.2580343212433,0.0,2943.4680444151604,0.0,253.4127017192386,644.2738635024039,0.0
2044,2386.944295985524,0.42835389070493013,553.9578893471834,681.5571566517082,0.0,1110.1613158392693,156.41411059839336,3648.3163488401783,978.9065770123217,4549.28078708301,1573.4966228095445,3324.485064271283,2169.0221421988413,3743.272942190443,2488.1476308772712,5117.503045503771,0.0,0.0,1253.9183766513122,162.77615032735224,394.7308585228152,0.0,4994.736900535765,751.0221832808695,0.0,644.8009445805758,0.0,3002.8647693386074,0.0,230.90516055518756,647.3153315998121,0.0
2045,2410.1419911834964,0.0,541.9811075115553,674.6702894145335,0.0,1100.0172750678064,157.74033278464321,3698.6952340855164,968.3835284485201,4329.4869479367535,1576.510687876995,3306.2012035086286,2207.2389605746876,3583.5255179678707,2352.169613229352,5072.273082528009,0.0,0.0,1225.8961119149626,153.54752789055902,413.0119006433316,0.0,4935.871727323927,753.9603173930076,0.46161418389843145,607.3134752089564,0.0,2967.352719566981,0.0,218.4250801500338,621.8527614555754,0.0
2046,2454.473697514547,0.0,537.9880631675245,677.0983167743909,0.0,1019.4399335035807,141.5230519641875,3677.0520386422586,942.6921894788837,4440.198406352882,1542.375825091368,3278.8071959023378,2104.7119699477876,3575.838682232357,2297.1334592005896,5161.877055357471,0.0,0.0,1231.1633701332019,154.01933898302565,398.8217495878779,0.0,5079.890574253081,710.1148768952869,0.0,665.6676118769856,0.0,2934.8533947507285,0.0,229.6398124355483,661.9472074179134,0.0
2047,2372.8370741803765,0.0,578.1142841583434,648.1664542962627,0.0,1023.718755020754,135.39674217902297,3653.0150635933946,949.6808990267709,4358.7751905250125,1531.6640950639155,3267.881929924178,2198.4270608921547,3567.6882851665678,2321.209829236785,5089.642209192944,0.0,0.0,1203.858146110097,169.228381481332,445.87717494819356,0.0,4853.320502385041,729.0652708039208,0.0,631.4957354308771,0.0,2912.391632654281,0.0,196.9541155648067,636.9927455287111,0.0
2048,2450.396186157546,0.0,530.2012030838516,650.0006892755465,0.0,1046.4618735371787,139.40634724599,3688.125141111876,920.2610995833395,4455.812385474347,1557.7153022604434,3272.5311581692117,2262.3447785092285,3563.2931981542647,2314.4184698399026,5218.709947125202,0.0,0.0,1211.273446740787,138.2574953617396,428.2048103122062,0.0,4909.043502280866,731.7738571136985,0.0,636.8448710123517,0.0,2977.9056283485675,0.0,229.5067393751046,637.9299253292547,0.0
2049,2344.7759859337957,0.36680368135167596,522.3752371466344,658.4930935514619,0.0,1065.500827892651,133.7870032839198,3547.355320763008,924.5488182196455,4178.8490575834,1544.748994470072,3220.3535852383066,2112.563750343031,3500.2734771603496,2380.4481592479437,5050.643368166564,0.0,0.0,1190.9871300422267,141.30537268861943,367.992642878158,0.0,4809.57213906541,698.7388366568562,0.0,652.5038309818641,0.0,2893.8854786461325,0.0,226.56332746268117,656.0920142004625,0.0
2050,2434.8553834338695,0.0,522.8082269629775,658.6453636090492,0.0,1054.5092188178044,131.68655569425883,3744.4893934548168,875.3476995688125,4264.615314841048,1471.9329383843358,3084.849355937055,2104.9739788241873,3399.8708166193433,2239.8642416703537,5098.507374561044,0.0,0.0,1179.091658182315,144.7972182496926,395.8863272661396,0.0,4700.145248722008,714.6354749854981,0.0,665.0089511602863,0.0,2903.729854685993,0.0,216.7799090995758,677.8710884012656,0.0
